2024-06-24T15:07:56.856+0800	INFO	MyModbus/MyModbusRTU.go:69	发送数据：01 00 00 00 0A 99 C7 
2024-06-24T15:08:59.410+0800	INFO	MyModbus/MyModbusRTU.go:70	发送数据：00 01 00 00 00 0A BD DC 
2024-06-24T15:09:43.649+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：01 01 00 00 00 0A BC 0D 
2024-06-24T15:42:09.592+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：08 01 00 00 00 0A BC 94 
2024-06-24T15:42:09.616+0800	INFO	MyModbus/MyModbusRTU.go:107	发送数据：08 10 0B B8 00 04 08 00 01 00 02 00 03 00 04 5E D5 
2024-06-24T16:04:38.574+0800	INFO	mytools/main.go:27	连接成功
2024-06-24T16:04:38.597+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：08 01 00 00 00 0A BC 94 
2024-06-24T16:04:38.604+0800	INFO	MyModbus/MyModbusRTU.go:107	发送数据：08 10 0B B8 00 04 08 00 01 00 02 00 03 00 04 5E D5 
2024-06-24T16:04:55.322+0800	INFO	mytools/main.go:31	连接成功
2024-06-24T16:04:55.345+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：08 01 00 00 00 0A BC 94 
2024-06-24T16:04:55.358+0800	INFO	MyModbus/MyModbusRTU.go:107	发送数据：08 10 0B B8 00 04 08 00 01 00 02 00 03 00 04 5E D5 
2024-06-24T16:05:01.800+0800	INFO	mytools/main.go:24	接收到回应数据：68 74 74 70 3A 2F 2F 77 77 77 2E 63 6D 73 6F 66 74 2E 63 6E 
2024-06-24T16:05:07.888+0800	INFO	mytools/main.go:38	失去连接
2024-06-24T16:05:10.499+0800	INFO	mytools/main.go:31	连接成功
2024-06-24T16:05:13.237+0800	INFO	mytools/main.go:24	接收到回应数据：68 74 74 70 3A 2F 2F 77 77 77 2E 63 6D 73 6F 66 74 2E 63 6E 
2024-06-24T16:05:14.734+0800	INFO	mytools/main.go:38	失去连接
2024-06-24T16:05:17.582+0800	INFO	mytools/main.go:31	连接成功
2024-06-24T16:05:18.766+0800	INFO	mytools/main.go:24	接收到回应数据：68 74 74 70 3A 2F 2F 77 77 77 2E 63 6D 73 6F 66 74 2E 63 6E 
2024-06-25T15:30:42.036+0800	INFO	test/ModbusRTUTest.go:32	连接成功
2024-06-25T15:30:42.079+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 01 00 00 00 0A BD 89 
2024-06-25T15:30:42.084+0800	INFO	MyModbus/MyModbusRTU.go:107	发送数据：05 10 00 00 00 14 28 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 25 BA 
2024-06-25T16:17:56.456+0800	INFO	test/ModbusRTUTest.go:32	连接成功
2024-06-25T16:17:56.478+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 01 00 00 00 0A BD 89 
2024-06-25T16:17:56.480+0800	INFO	MyModbus/MyModbusRTU.go:108	发送数据：05 10 00 00 00 0A 14 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A A2 04 
2024-06-25T16:18:06.396+0800	INFO	test/ModbusRTUTest.go:32	连接成功
2024-06-25T16:18:06.418+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 01 00 00 00 0A BD 89 
2024-06-25T16:18:06.434+0800	INFO	MyModbus/MyModbusRTU.go:108	发送数据：05 10 00 00 00 0A 14 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A A2 04 
2024-06-25T16:20:07.642+0800	INFO	test/ModbusRTUTest.go:32	连接成功
2024-06-25T16:20:07.665+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 01 18 D6 00 0A 5A D1 
2024-06-25T16:20:07.674+0800	INFO	MyModbus/MyModbusRTU.go:108	发送数据：05 10 18 D7 00 0A 14 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 52 5D 
2024-06-25T16:20:52.125+0800	INFO	test/ModbusRTUTest.go:32	连接成功
2024-06-25T16:20:52.148+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 01 12 34 00 0A F9 3F 
2024-06-25T16:20:52.164+0800	INFO	MyModbus/MyModbusRTU.go:108	发送数据：05 10 12 35 00 0A 14 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 26 9D 
2024-06-25T16:22:21.421+0800	INFO	test/ModbusRTUTest.go:33	连接成功
2024-06-25T16:22:21.444+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 01 12 34 00 0A F9 3F 
2024-06-25T16:22:21.449+0800	INFO	MyModbus/MyModbusRTU.go:108	发送数据：05 10 12 35 00 0A 14 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 26 9D 
2024-06-25T16:22:21.464+0800	INFO	MyModbus/MyModbusRTU.go:108	发送数据：05 0F 12 35 00 0A 14 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 96 62 
2024-06-25T16:22:55.817+0800	INFO	test/ModbusRTUTest.go:33	连接成功
2024-06-25T16:22:55.840+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 01 12 34 00 0A F9 3F 
2024-06-25T16:22:55.855+0800	INFO	MyModbus/MyModbusRTU.go:108	发送数据：05 0F 12 35 00 0A 14 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 96 62 
2024-06-25T16:27:25.589+0800	INFO	test/ModbusRTUTest.go:35	连接成功
2024-06-25T16:27:25.613+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 01 12 34 00 0A F9 3F 
2024-06-25T16:27:25.623+0800	INFO	MyModbus/MyModbusRTU.go:108	发送数据：05 06 12 35 00 01 5C F8 
2024-06-25T16:28:11.932+0800	INFO	test/ModbusRTUTest.go:36	连接成功
2024-06-25T16:28:11.954+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 01 12 34 00 0A F9 3F 
2024-06-25T16:28:11.966+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 03 12 34 00 0A 80 FF 
2024-06-25T16:28:11.981+0800	INFO	MyModbus/MyModbusRTU.go:108	发送数据：05 06 12 35 00 01 5C F8 
2024-06-25T16:28:40.061+0800	INFO	test/ModbusRTUTest.go:36	连接成功
2024-06-25T16:28:40.089+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 01 12 34 00 0A F9 3F 
2024-06-25T16:28:40.098+0800	INFO	MyModbus/MyModbusRTU.go:72	发送数据：05 03 12 35 00 0A D1 3F 
2024-06-25T16:28:40.113+0800	INFO	MyModbus/MyModbusRTU.go:108	发送数据：05 06 12 35 00 01 5C F8 
2024-06-25T16:32:06.402+0800	INFO	test/ModbusTCPTest.go:32	连接成功
2024-06-25T16:32:06.425+0800	INFO	MyModbus/MyModbusTCP.go:68	发送数据：00 01 00 00 00 06 05 01 12 34 00 0A 
2024-06-25T16:32:06.440+0800	INFO	MyModbus/MyModbusTCP.go:132	发送数据：00 02 00 00 00 2F 05 10 18 D7 0A 00 14 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 
2024-06-25T16:34:16.267+0800	INFO	test/ModbusTCPTest.go:32	连接成功
2024-06-25T16:34:16.291+0800	INFO	MyModbus/MyModbusTCP.go:68	发送数据：00 01 00 00 00 06 05 01 12 34 00 0A 
2024-06-25T16:34:16.297+0800	INFO	MyModbus/MyModbusTCP.go:132	发送数据：00 02 00 00 00 2F 05 10 12 34 0A 00 14 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 
2024-06-25T16:34:49.984+0800	INFO	test/ModbusTCPTest.go:32	连接成功
2024-06-25T16:34:50.014+0800	INFO	MyModbus/MyModbusTCP.go:68	发送数据：00 01 00 00 00 06 05 01 12 34 00 0A 
2024-06-25T16:34:50.015+0800	INFO	MyModbus/MyModbusTCP.go:133	发送数据：00 02 00 00 00 1B 05 10 12 34 05 00 0A 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 
2024-06-25T16:37:23.728+0800	INFO	test/ModbusTCPTest.go:32	连接成功
2024-06-25T16:37:23.751+0800	INFO	MyModbus/MyModbusTCP.go:68	发送数据：00 01 00 00 00 06 05 01 12 34 00 0A 
2024-06-25T16:37:23.762+0800	INFO	MyModbus/MyModbusTCP.go:133	发送数据：00 02 00 00 00 1B 05 10 12 34 00 05 0A 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 
2024-06-25T16:39:44.828+0800	INFO	test/ModbusTCPTest.go:32	连接成功
2024-06-25T16:39:44.852+0800	INFO	MyModbus/MyModbusTCP.go:68	发送数据：00 01 00 00 00 06 05 01 12 34 00 0A 
2024-06-25T16:39:44.855+0800	INFO	MyModbus/MyModbusTCP.go:133	发送数据：00 02 00 00 00 1B 05 10 12 34 00 0A 0A 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 
2024-06-25T16:39:59.996+0800	INFO	test/ModbusTCPTest.go:32	连接成功
2024-06-25T16:40:00.018+0800	INFO	MyModbus/MyModbusTCP.go:68	发送数据：00 01 00 00 00 06 05 01 12 34 00 0A 
2024-06-25T16:40:00.030+0800	INFO	MyModbus/MyModbusTCP.go:133	发送数据：00 02 00 00 00 1B 05 10 12 34 00 0A 0A 00 01 00 02 00 03 00 04 00 05 00 06 00 07 00 08 00 09 00 0A 
2024-06-25T16:40:37.260+0800	INFO	test/ModbusTCPTest.go:32	连接成功
